Source IP,Destination IP,Protocol,Length,Anomaly,Port
20.189.173.14,192.168.0.53,6,148,1,443.0
192.168.0.53,20.189.173.14,6,89,1,62851.0
20.189.173.14,192.168.0.53,6,54,1,443.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.1,192.168.0.53,17,381,1,1900.0
192.168.0.53,49.207.35.170,6,55,1,52331.0
49.207.35.170,192.168.0.53,6,66,1,443.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.1,192.168.0.53,17,381,1,1900.0
20.195.65.193,192.168.0.53,6,81,1,443.0
192.168.0.53,20.195.65.193,6,54,1,55024.0
49.207.35.170,192.168.0.53,6,78,1,443.0
49.207.35.170,192.168.0.53,6,54,1,443.0
192.168.0.53,49.207.35.170,6,54,1,52331.0
192.168.0.53,20.195.65.193,6,85,1,55024.0
20.195.65.193,192.168.0.53,6,54,1,443.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.1,192.168.0.53,17,381,1,1900.0
192.168.0.53,192.168.0.1,6,66,1,62702.0
192.168.0.1,192.168.0.53,6,62,1,43212.0
192.168.0.53,192.168.0.1,6,54,1,62702.0
192.168.0.53,192.168.0.1,6,251,1,62702.0
192.168.0.1,192.168.0.53,6,54,1,43212.0
192.168.0.1,192.168.0.53,6,1514,-1,43212.0
192.168.0.1,192.168.0.53,6,1291,-1,43212.0
192.168.0.53,192.168.0.1,6,54,1,62702.0
192.168.0.1,192.168.0.53,6,54,1,43212.0
192.168.0.53,192.168.0.1,6,54,1,62702.0
192.168.0.53,192.168.0.1,6,54,1,62702.0
192.168.0.1,192.168.0.53,6,54,1,43212.0
192.168.0.53,142.250.4.188,6,55,1,53800.0
142.250.4.188,192.168.0.53,6,66,1,443.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.1,192.168.0.53,17,381,1,1900.0
192.168.0.53,142.250.4.188,6,55,1,57104.0
142.250.4.188,192.168.0.53,6,66,1,443.0
192.168.0.53,142.250.4.188,6,55,1,49187.0
142.250.4.188,192.168.0.53,6,66,1,443.0
192.168.0.53,20.42.73.31,6,54,1,54745.0
20.42.73.31,192.168.0.53,6,54,1,443.0
192.168.0.53,20.42.73.31,6,54,1,54745.0
192.168.0.53,183.82.243.66,6,66,1,52060.0
192.168.0.53,183.82.243.66,6,66,1,51173.0
192.168.0.53,183.82.243.66,6,66,1,55556.0
183.82.243.66,192.168.0.53,6,66,1,53.0
183.82.243.66,192.168.0.53,6,66,1,53.0
183.82.243.66,192.168.0.53,6,66,1,53.0
192.168.0.53,183.82.243.66,6,54,1,52060.0
192.168.0.53,150.171.110.84,6,55,1,62973.0
150.171.110.84,192.168.0.53,6,66,1,443.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.1,192.168.0.53,17,381,1,1900.0
192.168.0.53,183.82.243.66,6,54,1,52060.0
192.168.0.53,183.82.243.66,6,54,1,55556.0
192.168.0.53,183.82.243.66,6,54,1,51173.0
192.168.0.53,142.251.222.142,17,1288,-1,54189.0
192.168.0.53,142.251.222.142,17,285,1,54189.0
142.251.222.142,192.168.0.53,17,69,1,443.0
192.168.0.53,142.251.222.142,17,74,1,54189.0
142.251.222.142,192.168.0.53,17,64,1,443.0
192.168.0.53,142.251.222.142,17,75,1,54189.0
142.251.222.142,192.168.0.53,17,430,1,443.0
142.251.222.142,192.168.0.53,17,76,1,443.0
192.168.0.53,142.251.222.142,17,79,1,54189.0
192.168.0.53,142.251.222.142,17,75,1,54189.0
142.251.222.142,192.168.0.53,17,137,1,443.0
192.168.0.53,142.251.222.142,17,75,1,54189.0
192.168.0.53,142.251.222.142,17,72,1,54189.0
142.251.222.142,192.168.0.53,17,66,1,443.0
142.251.222.142,192.168.0.53,17,67,1,443.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.1,192.168.0.53,17,381,1,1900.0
192.168.0.53,183.82.243.66,6,54,1,50375.0
192.168.0.53,183.82.243.66,6,54,1,60065.0
192.168.0.53,150.171.110.84,6,55,1,56183.0
150.171.110.84,192.168.0.53,6,54,1,443.0
20.195.65.193,192.168.0.53,6,81,1,443.0
192.168.0.53,20.195.65.193,6,54,1,55024.0
192.168.0.1,224.0.0.1,2,42,1,0.0
192.168.0.53,35.171.81.163,6,141,1,65278.0
192.168.0.53,35.171.81.163,6,93,1,65278.0
192.168.0.53,35.171.81.163,6,303,-1,65278.0
192.168.0.53,224.0.0.252,2,46,1,0.0
192.168.0.53,224.0.0.251,2,46,1,0.0
192.168.0.53,239.255.255.250,2,46,1,0.0
192.168.0.53,239.255.188.58,2,46,1,0.0
35.171.81.163,192.168.0.53,6,54,1,443.0
35.171.81.163,192.168.0.53,6,54,1,443.0
35.171.81.163,192.168.0.53,6,93,1,443.0
35.171.81.163,192.168.0.53,6,538,-1,443.0
35.171.81.163,192.168.0.53,6,85,1,443.0
192.168.0.53,35.171.81.163,6,54,1,65278.0
192.168.0.53,35.171.81.163,6,89,1,65278.0
192.168.0.53,140.82.112.26,6,55,1,51188.0
140.82.112.26,192.168.0.53,6,66,1,443.0
35.171.81.163,192.168.0.53,6,54,1,443.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.1,192.168.0.53,17,381,1,1900.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.1,192.168.0.53,17,381,1,1900.0
192.168.0.53,142.251.157.119,17,71,1,52579.0
142.251.157.119,192.168.0.53,17,67,1,443.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.1,192.168.0.53,17,381,1,1900.0
192.168.0.53,52.178.17.233,6,66,1,55210.0
52.178.17.233,192.168.0.53,6,66,1,443.0
192.168.0.53,52.178.17.233,6,54,1,55210.0
192.168.0.53,52.178.17.233,6,613,1,55210.0
192.168.0.53,49.207.35.170,6,55,1,52331.0
49.207.35.170,192.168.0.53,6,54,1,443.0
52.178.17.233,192.168.0.53,6,1506,1,443.0
52.178.17.233,192.168.0.53,6,1506,1,443.0
192.168.0.53,52.178.17.233,6,54,1,55210.0
52.178.17.233,192.168.0.53,6,1506,1,443.0
52.178.17.233,192.168.0.53,6,1506,1,443.0
52.178.17.233,192.168.0.53,6,501,1,443.0
192.168.0.53,52.178.17.233,6,54,1,55210.0
192.168.0.53,52.178.17.233,6,134,1,55210.0
192.168.0.53,52.178.17.233,6,1037,-1,55210.0
52.178.17.233,192.168.0.53,6,54,1,443.0
52.178.17.233,192.168.0.53,6,157,1,443.0
192.168.0.53,52.178.17.233,6,54,1,55210.0
52.178.17.233,192.168.0.53,6,574,1,443.0
192.168.0.53,52.178.17.233,6,54,1,55210.0
192.168.0.1,224.0.0.1,2,42,1,0.0
192.168.0.53,183.82.243.66,6,66,1,51181.0
192.168.0.53,183.82.243.66,6,66,1,54242.0
192.168.0.53,183.82.243.66,6,66,1,59736.0
192.168.0.53,35.171.81.163,6,141,1,65278.0
192.168.0.53,35.171.81.163,6,93,1,65278.0
192.168.0.53,35.171.81.163,6,303,1,65278.0
183.82.243.66,192.168.0.53,6,66,1,53.0
192.168.0.53,183.82.243.66,6,54,1,51181.0
192.168.0.53,183.82.243.66,6,56,1,51181.0
192.168.0.53,183.82.243.66,6,88,1,51181.0
183.82.243.66,192.168.0.53,6,66,1,53.0
183.82.243.66,192.168.0.53,6,66,1,53.0
192.168.0.53,183.82.243.66,6,54,1,54242.0
192.168.0.53,183.82.243.66,6,54,1,59736.0
192.168.1.100,10.0.0.5,Malware,585,-1,80.0
192.168.1.100,10.0.0.5,DDoS,1362,-1,80.0
192.168.0.53,183.82.243.66,TCP,88,1,53291.0
142.251.220.110,192.168.0.53,UDP,79,1,443.0
192.168.0.53,142.251.220.110,UDP,75,-1,64997.0
192.168.0.53,183.82.243.66,TCP,54,1,62995.0
192.168.0.53,183.82.243.66,TCP,54,1,64123.0
192.168.0.53,183.82.243.66,TCP,54,1,52336.0
192.168.0.53,239.255.255.250,UDP,143,1,57117.0
192.168.0.1,192.168.0.53,UDP,381,1,1900.0
192.168.0.53,192.168.0.1,TCP,66,1,52048.0
192.168.0.1,192.168.0.53,TCP,62,1,43212.0
192.168.0.53,192.168.0.1,TCP,54,1,52048.0
192.168.0.53,192.168.0.1,TCP,251,1,52048.0
192.168.0.1,192.168.0.53,TCP,54,1,43212.0
192.168.0.1,192.168.0.53,TCP,1514,1,43212.0
192.168.0.1,192.168.0.53,TCP,1291,1,43212.0
192.168.0.53,192.168.0.1,TCP,54,1,52048.0
192.168.0.53,192.168.0.1,TCP,54,1,52048.0
192.168.0.1,192.168.0.53,TCP,54,1,43212.0
192.168.0.53,192.168.0.1,TCP,54,1,52048.0
192.168.0.1,192.168.0.53,TCP,54,1,43212.0
192.168.0.53,142.250.4.188,TCP,55,1,53800.0
142.250.4.188,192.168.0.53,TCP,66,1,443.0
192.168.0.53,183.82.243.66,TCP,54,1,62750.0
192.168.0.53,142.250.4.188,TCP,55,1,57104.0
142.250.4.188,192.168.0.53,TCP,66,1,443.0
192.168.0.53,142.250.4.188,TCP,55,1,49187.0
142.250.4.188,192.168.0.53,TCP,66,1,443.0
192.168.0.53,239.255.255.250,UDP,143,1,57117.0
192.168.0.1,192.168.0.53,UDP,381,1,1900.0
20.195.65.193,192.168.0.53,TCP,81,1,443.0
23.62.12.26,192.168.0.53,TCP,78,1,443.0
23.62.12.26,192.168.0.53,TCP,54,1,443.0
192.168.0.53,23.62.12.26,TCP,54,1,56530.0
192.168.0.53,20.195.65.193,TCP,54,1,55024.0
192.168.0.53,183.82.243.66,TCP,88,1,53291.0
192.168.0.53,20.195.65.193,TCP,82,1,55024.0
20.195.65.193,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.195.65.193,TCP,85,1,55024.0
20.195.65.193,192.168.0.53,TCP,54,1,443.0
192.168.0.53,239.255.255.250,UDP,143,1,57117.0
192.168.1.100,10.0.0.5,DDoS,1689,-1,80.0
192.168.1.100,10.0.0.5,Malware,1026,-1,80.0
192.168.0.53,142.251.151.119,UDP,71,1,51775.0
142.251.151.119,192.168.0.53,UDP,66,1,443.0
142.251.151.119,192.168.0.53,UDP,68,1,443.0
20.195.65.193,192.168.0.53,TCP,81,1,443.0
192.168.0.53,20.195.65.193,TCP,54,1,55024.0
192.168.0.53,142.250.4.188,TCP,55,1,57104.0
142.250.4.188,192.168.0.53,TCP,66,1,443.0
192.168.0.53,239.255.255.250,UDP,143,1,57117.0
192.168.0.1,192.168.0.53,UDP,381,1,1900.0
192.168.0.53,20.189.173.17,TCP,172,1,58569.0
192.168.0.53,20.189.173.17,TCP,2545,-1,58569.0
192.168.0.53,142.250.4.188,TCP,55,1,49187.0
142.250.4.188,192.168.0.53,TCP,66,1,443.0
20.189.173.17,192.168.0.53,TCP,54,1,443.0
20.189.173.17,192.168.0.53,TCP,54,1,443.0
20.189.173.17,192.168.0.53,TCP,153,1,443.0
192.168.0.53,20.189.173.17,TCP,54,1,58569.0
192.168.0.53,183.82.243.66,TCP,54,1,57934.0
192.168.0.53,183.82.243.66,TCP,54,1,60203.0
140.82.113.25,192.168.0.53,TCP,80,1,443.0
192.168.0.53,140.82.113.25,TCP,84,1,51381.0
192.168.0.53,239.255.255.250,UDP,143,1,57117.0
192.168.0.1,192.168.0.53,UDP,381,1,1900.0
140.82.113.25,192.168.0.53,TCP,54,1,443.0
192.168.0.53,142.250.4.188,TCP,55,1,59429.0
142.250.4.188,192.168.0.53,TCP,66,1,5228.0
192.168.0.53,20.195.65.193,TCP,85,1,55024.0
20.195.65.193,192.168.0.53,TCP,54,1,443.0
54.164.77.142,192.168.0.53,TCP,78,1,443.0
192.168.0.53,54.164.77.142,TCP,82,1,58340.0
54.164.77.142,192.168.0.53,TCP,54,1,443.0
192.168.0.53,49.205.72.130,UDP,90,1,52077.0
192.168.0.53,49.205.72.130,UDP,90,1,59655.0
192.168.0.53,49.205.72.130,UDP,90,1,61507.0
192.168.0.53,13.67.9.5,TCP,888,-1,63985.0
49.205.72.130,192.168.0.53,UDP,329,1,53.0
49.205.72.130,192.168.0.53,UDP,329,1,53.0
49.205.72.130,192.168.0.53,UDP,275,1,53.0
13.67.9.5,192.168.0.53,TCP,451,-1,443.0
192.168.0.53,13.67.9.5,TCP,54,1,63985.0
192.168.0.53,239.255.255.250,UDP,143,1,57117.0
192.168.0.1,192.168.0.53,UDP,381,1,1900.0
192.168.0.53,192.168.0.1,TCP,66,1,57292.0
192.168.0.1,192.168.0.53,TCP,62,1,43212.0
192.168.0.53,192.168.0.1,TCP,54,1,57292.0
192.168.0.53,192.168.0.1,TCP,251,1,57292.0
192.168.0.1,192.168.0.53,TCP,54,1,43212.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,2934,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,10134,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,5814,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,11574,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,11574,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,2934,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,11574,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,2934,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,2934,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,8694,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,11574,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,5814,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,2934,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,8694,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,2934,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,2934,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,4374,1,50536.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,2934,1,50536.0
192.168.0.53,239.255.255.250,UDP,143,-1,57117.0
192.168.0.1,192.168.0.53,UDP,381,-1,1900.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,2934,1,50536.0
192.168.0.53,192.168.0.1,TCP,66,1,62170.0
192.168.0.1,192.168.0.53,TCP,62,1,43212.0
192.168.0.53,192.168.0.1,TCP,54,1,62170.0
192.168.0.53,192.168.0.1,TCP,251,1,62170.0
192.168.0.1,192.168.0.53,TCP,54,1,43212.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
20.209.68.33,192.168.0.53,TCP,54,1,443.0
192.168.0.53,20.209.68.33,TCP,23094,-1,50536.0
192.168.1.100,10.0.0.5,Malware,562,1,80.0
192.168.1.100,10.0.0.5,Malware,1223,1,80.0
192.168.1.100,10.0.0.5,DDoS,1332,1,80.0
192.168.1.100,10.0.0.5,Malware,505,1,80.0
192.168.1.100,10.0.0.5,DDoS,1299,1,80.0
192.168.1.100,10.0.0.5,Port Scan,69,1,80.0
192.168.1.100,10.0.0.5,Malware,1347,1,80.0
192.168.1.100,10.0.0.5,Port Scan,67,1,80.0
192.168.1.100,10.0.0.5,Port Scan,74,1,80.0
192.168.1.100,10.0.0.5,DDoS,1321,1,80.0
192.168.0.53,183.82.243.66,TCP,54,1,60228.0
192.168.0.53,183.82.243.66,TCP,54,1,61410.0
192.168.0.53,239.255.255.250,UDP,143,-1,57117.0
192.168.0.53,183.82.243.66,TCP,89,1,52411.0
192.168.0.1,192.168.0.53,UDP,381,-1,1900.0
192.168.0.53,183.82.243.66,TCP,89,1,52563.0
192.168.0.53,183.82.243.66,TCP,89,1,62110.0
192.168.0.53,183.82.243.66,TCP,54,1,57051.0
192.168.0.53,20.195.65.193,TCP,85,1,55024.0
20.195.65.193,192.168.0.53,TCP,54,1,443.0
192.168.0.53,183.82.243.66,TCP,66,1,56089.0
192.168.0.53,183.82.243.66,TCP,66,1,54106.0
192.168.0.53,183.82.243.66,TCP,66,1,49288.0
183.82.243.66,192.168.0.53,TCP,66,1,53.0
183.82.243.66,192.168.0.53,TCP,66,1,53.0
192.168.0.53,183.82.243.66,TCP,54,1,56089.0
192.168.0.53,183.82.243.66,TCP,54,1,54106.0
183.82.243.66,192.168.0.53,TCP,66,1,53.0
192.168.0.53,183.82.243.66,TCP,56,1,54106.0
192.168.0.53,183.82.243.66,TCP,54,1,49288.0
192.168.0.53,183.82.243.66,TCP,88,1,54106.0
192.168.0.53,183.82.243.66,TCP,56,1,56089.0
192.168.0.53,183.82.243.66,TCP,88,1,56089.0
192.168.0.53,183.82.243.66,TCP,56,1,49288.0
192.168.0.53,183.82.243.66,TCP,88,1,49288.0
183.82.243.66,192.168.0.53,TCP,54,1,53.0
192.168.0.53,183.82.243.66,TCP,54,1,56089.0
192.168.1.100,10.0.0.5,Port Scan,60,1,80.0
192.168.0.53,183.82.243.66,TCP,89,1,62713.0
192.168.0.53,183.82.243.66,TCP,89,1,60373.0
142.251.43.46,192.168.0.53,UDP,79,1,443.0
192.168.0.53,142.251.43.46,UDP,75,1,64830.0
192.168.0.53,183.82.243.66,TCP,89,1,54029.0
192.168.0.53,142.251.221.163,UDP,1292,1,51580.0
192.168.0.53,142.251.221.163,UDP,1292,1,51580.0
192.168.0.53,142.251.221.163,UDP,119,1,51580.0
192.168.0.53,142.251.221.163,UDP,716,1,51580.0
142.251.221.163,192.168.0.53,UDP,82,1,443.0
142.251.221.163,192.168.0.53,UDP,1292,1,443.0
142.251.221.163,192.168.0.53,UDP,1292,1,443.0
142.251.221.163,192.168.0.53,UDP,322,1,443.0
192.168.0.53,142.251.221.163,UDP,120,1,51580.0
142.251.221.163,192.168.0.53,UDP,986,1,443.0
142.251.221.163,192.168.0.53,UDP,67,1,443.0
142.251.221.163,192.168.0.53,UDP,64,1,443.0
192.168.0.53,142.251.221.163,UDP,73,1,51580.0
142.251.221.163,192.168.0.53,UDP,162,1,443.0
192.168.0.53,142.251.221.163,UDP,73,1,51580.0
142.251.221.163,192.168.0.53,UDP,570,1,443.0
142.251.221.163,192.168.0.53,UDP,570,1,443.0
192.168.0.53,142.251.221.163,UDP,79,1,51580.0
192.168.0.53,142.251.221.163,UDP,77,1,51580.0
142.251.221.163,192.168.0.53,UDP,65,1,443.0
192.168.0.53,239.255.255.250,UDP,143,1,57117.0
192.168.0.1,192.168.0.53,UDP,381,1,1900.0
192.168.0.53,13.89.178.26,TCP,167,1,56738.0
192.168.0.53,13.89.178.26,TCP,1213,-1,56738.0
192.168.0.53,20.195.65.193,TCP,85,1,55024.0
13.89.178.26,192.168.0.53,TCP,54,1,443.0
13.89.178.26,192.168.0.53,TCP,148,1,443.0
192.168.0.53,13.89.178.26,TCP,89,1,56738.0
20.195.65.193,192.168.0.53,TCP,54,1,443.0
192.168.0.53,183.82.243.66,TCP,89,1,60373.0
192.168.0.53,183.82.243.66,TCP,89,1,62713.0
192.168.0.53,13.89.178.26,TCP,89,1,56738.0
192.168.0.53,13.89.178.26,TCP,89,1,56738.0
13.89.178.26,192.168.0.53,TCP,66,1,443.0
104.18.39.21,192.168.0.53,TCP,78,1,443.0
192.168.0.53,104.18.39.21,TCP,82,1,58014.0
104.18.39.21,192.168.0.53,TCP,54,1,443.0
13.89.178.26,192.168.0.53,TCP,66,1,443.0
192.168.0.53,183.82.243.66,TCP,54,1,54678.0
192.168.0.53,183.82.243.66,TCP,54,1,56461.0
192.168.0.53,183.82.243.66,TCP,54,1,64546.0
192.168.0.53,239.255.255.250,UDP,143,1,57117.0
192.168.0.1,192.168.0.53,UDP,381,1,1900.0
192.168.1.100,10.0.0.5,Malware,700,-1,80.0
192.168.1.100,10.0.0.5,DDoS,1955,-1,80.0
192.168.1.100,10.0.0.5,Malware,1053,1,80.0
13.89.178.26,192.168.0.53,TCP,54,1,443.0
13.89.178.26,192.168.0.53,TCP,54,1,443.0
13.89.178.26,192.168.0.53,TCP,148,1,443.0
192.168.0.53,13.89.178.26,TCP,89,1,56738.0
13.89.178.26,192.168.0.53,TCP,54,1,443.0
192.168.0.53,52.123.226.83,TCP,54,1,59269.0
52.123.226.83,192.168.0.53,TCP,54,1,443.0
192.168.0.53,52.123.226.83,TCP,54,1,59269.0
192.168.0.53,183.82.243.66,TCP,90,1,55363.0
192.168.0.53,183.82.243.66,TCP,90,1,51913.0
192.168.0.53,183.82.243.66,TCP,90,1,64372.0
192.168.0.53,239.255.255.250,UDP,143,1,57117.0
192.168.0.1,192.168.0.53,UDP,381,1,1900.0
20.195.65.193,192.168.0.53,TCP,81,1,443.0
192.168.0.53,20.195.65.193,TCP,54,1,55024.0
192.168.0.53,142.251.43.46,UDP,71,1,64830.0
142.251.43.46,192.168.0.53,UDP,68,1,443.0
192.168.0.53,142.251.221.163,UDP,1292,1,50136.0
192.168.0.53,142.251.221.163,UDP,1292,1,50136.0
192.168.0.53,142.251.221.163,UDP,120,1,50136.0
192.168.0.53,142.251.221.163,UDP,731,1,50136.0
142.251.221.163,192.168.0.53,UDP,82,1,443.0
142.251.221.163,192.168.0.53,UDP,1292,1,443.0
142.251.221.163,192.168.0.53,UDP,1292,1,443.0
142.251.221.163,192.168.0.53,UDP,332,1,443.0
142.251.221.163,192.168.0.53,UDP,986,1,443.0
192.168.1.100,10.0.0.5,Port Scan,83,1,80.0
192.168.1.100,10.0.0.5,Malware,1438,1,80.0
192.168.1.100,10.0.0.5,DDoS,1604,-1,80.0
192.168.1.100,10.0.0.5,DDoS,1301,-1,80.0
192.168.1.100,10.0.0.5,Port Scan,68,1,80.0
192.168.1.100,10.0.0.5,Malware,1111,1,80.0
192.168.1.100,10.0.0.5,Malware,1497,1,80.0
