Source IP,Destination IP,Protocol,Length,Anomaly,Port
192.168.0.53,183.82.243.66,6,91,1,59487.0
192.168.0.53,183.82.243.66,6,91,1,55008.0
192.168.0.53,183.82.243.66,6,105,1,51873.0
192.168.0.53,183.82.243.66,6,105,1,64329.0
192.168.0.53,183.82.243.66,6,105,1,53701.0
192.168.0.53,183.82.243.66,6,88,1,55948.0
192.168.0.53,183.82.243.66,6,88,1,51793.0
192.168.0.53,183.82.243.66,6,88,1,62601.0
192.168.0.53,183.82.243.66,6,91,1,55121.0
192.168.0.53,183.82.243.66,6,91,1,60747.0
192.168.0.53,183.82.243.66,6,91,1,52604.0
192.168.0.53,183.82.243.66,6,91,1,49331.0
192.168.0.53,142.250.4.188,6,55,1,57104.0
142.250.4.188,192.168.0.53,6,66,-1,443.0
192.168.0.53,183.82.243.66,6,54,1,57082.0
192.168.0.53,183.82.243.66,6,54,1,57261.0
192.168.0.53,183.82.243.66,6,54,1,59833.0
192.168.0.53,183.82.243.66,6,54,1,57397.0
192.168.0.53,23.62.12.104,6,55,1,51339.0
23.62.12.104,192.168.0.53,6,54,1,443.0
192.168.0.53,49.205.72.130,17,74,1,56934.0
192.168.0.53,49.205.72.130,17,74,1,56529.0
192.168.0.53,13.67.9.5,6,888,1,50912.0
49.205.72.130,192.168.0.53,17,298,1,53.0
49.205.72.130,192.168.0.53,17,202,1,53.0
192.168.0.53,142.251.153.119,17,71,1,49335.0
192.168.0.53,142.251.153.119,17,71,1,49335.0
192.168.0.53,142.251.153.119,17,71,1,49335.0
192.168.0.53,142.251.153.119,17,71,1,49335.0
142.251.153.119,192.168.0.53,17,65,1,443.0
142.251.153.119,192.168.0.53,17,65,1,443.0
13.67.9.5,192.168.0.53,6,451,1,443.0
192.168.0.53,13.67.9.5,6,54,1,50912.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.53,183.82.243.66,6,88,1,59833.0
192.168.0.1,192.168.0.53,17,381,-1,1900.0
192.168.0.53,20.195.65.193,6,82,1,55024.0
20.195.65.193,192.168.0.53,6,54,1,443.0
192.168.0.53,20.195.65.193,6,85,1,55024.0
20.195.65.193,192.168.0.53,6,54,1,443.0
150.171.110.84,192.168.0.53,6,93,1,443.0
150.171.110.84,192.168.0.53,6,78,1,443.0
150.171.110.84,192.168.0.53,6,54,1,443.0
150.171.110.84,192.168.0.53,6,54,1,443.0
192.168.0.53,150.171.110.84,6,54,1,49350.0
192.168.0.53,150.171.110.84,6,54,1,49350.0
150.171.110.84,192.168.0.53,6,54,1,443.0
192.168.0.53,142.251.153.119,17,71,1,49335.0
192.168.0.53,142.251.153.119,17,71,1,49335.0
142.251.153.119,192.168.0.53,17,66,1,443.0
142.251.153.119,192.168.0.53,17,67,1,443.0
192.168.0.53,20.189.173.14,6,167,1,62851.0
192.168.0.53,20.189.173.14,6,1213,-1,62851.0
20.189.173.14,192.168.0.53,6,54,1,443.0
20.189.173.14,192.168.0.53,6,148,1,443.0
192.168.0.53,20.189.173.14,6,54,1,62851.0
192.168.1.100,10.0.0.5,Malware,1482,-1,80.0
23.62.12.104,192.168.0.53,6,54,1,443.0
192.168.0.53,142.250.4.188,6,55,1,49187.0
192.168.0.53,142.251.153.119,17,71,-1,49335.0
142.250.4.188,192.168.0.53,6,66,1,443.0
142.251.153.119,192.168.0.53,17,67,-1,443.0
192.168.0.53,183.82.243.66,6,66,1,53379.0
192.168.0.53,183.82.243.66,6,66,1,58395.0
192.168.0.53,183.82.243.66,6,66,1,58703.0
183.82.243.66,192.168.0.53,6,66,1,53.0
183.82.243.66,192.168.0.53,6,66,1,53.0
183.82.243.66,192.168.0.53,6,66,1,53.0
192.168.0.53,183.82.243.66,6,54,1,53379.0
192.168.0.53,183.82.243.66,6,54,1,58395.0
192.168.0.53,183.82.243.66,6,54,1,58703.0
192.168.0.53,183.82.243.66,6,56,1,58703.0
192.168.0.53,183.82.243.66,6,87,1,58703.0
192.168.0.53,183.82.243.66,6,56,1,58395.0
192.168.0.53,183.82.243.66,6,87,1,58395.0
192.168.0.53,183.82.243.66,6,56,1,53379.0
192.168.0.53,183.82.243.66,6,87,1,53379.0
183.82.243.66,192.168.0.53,6,54,1,53.0
183.82.243.66,192.168.0.53,6,54,1,53.0
183.82.243.66,192.168.0.53,6,54,1,53.0
183.82.243.66,192.168.0.53,6,54,1,53.0
183.82.243.66,192.168.0.53,6,54,1,53.0
192.168.0.53,183.82.243.66,6,54,1,53379.0
192.168.0.53,183.82.243.66,6,54,1,58395.0
192.168.0.53,183.82.243.66,6,54,1,58703.0
183.82.243.66,192.168.0.53,6,54,1,53.0
192.168.0.53,183.82.243.66,6,66,1,57642.0
192.168.0.53,49.205.72.130,6,66,1,58746.0
192.168.0.53,49.205.72.130,6,66,1,50644.0
49.205.72.130,192.168.0.53,6,66,1,53.0
49.205.72.130,192.168.0.53,6,66,1,53.0
192.168.0.53,49.205.72.130,6,54,1,58746.0
192.168.0.53,49.205.72.130,6,54,1,50644.0
192.168.0.53,49.205.72.130,6,56,1,50644.0
192.168.0.53,49.205.72.130,6,87,1,50644.0
192.168.0.53,49.205.72.130,6,56,1,58746.0
192.168.0.53,49.205.72.130,6,87,1,58746.0
183.82.243.66,192.168.0.53,6,66,1,53.0
192.168.0.53,183.82.243.66,6,54,1,57642.0
192.168.0.53,183.82.243.66,6,56,1,57642.0
192.168.0.53,183.82.243.66,6,87,1,57642.0
49.205.72.130,192.168.0.53,6,54,1,53.0
192.168.0.53,49.205.72.130,6,54,1,58746.0
49.205.72.130,192.168.0.53,6,54,1,53.0
192.168.0.53,49.205.72.130,6,54,1,50644.0
49.205.72.130,192.168.0.53,6,54,1,53.0
192.168.1.100,10.0.0.5,DDoS,1992,-1,80.0
192.168.0.53,183.82.243.66,6,66,1,53282.0
192.168.0.53,183.82.243.66,6,66,1,50296.0
192.168.0.53,183.82.243.66,6,66,1,51889.0
183.82.243.66,192.168.0.53,6,66,1,53.0
192.168.0.53,183.82.243.66,6,54,1,53282.0
192.168.0.53,183.82.243.66,6,56,1,53282.0
192.168.0.53,183.82.243.66,6,91,1,53282.0
183.82.243.66,192.168.0.53,6,66,1,53.0
183.82.243.66,192.168.0.53,6,66,1,53.0
192.168.0.53,183.82.243.66,6,54,1,50296.0
192.168.0.53,183.82.243.66,6,54,1,51889.0
192.168.0.53,183.82.243.66,6,56,1,51889.0
192.168.0.53,183.82.243.66,6,91,1,51889.0
192.168.0.53,183.82.243.66,6,56,1,50296.0
192.168.0.53,183.82.243.66,6,91,1,50296.0
183.82.243.66,192.168.0.53,6,54,1,53.0
183.82.243.66,192.168.0.53,6,54,1,53.0
192.168.0.53,183.82.243.66,6,54,1,53282.0
183.82.243.66,192.168.0.53,6,54,1,53.0
183.82.243.66,192.168.0.53,6,54,1,53.0
183.82.243.66,192.168.0.53,6,54,1,53.0
192.168.0.53,183.82.243.66,6,54,1,50296.0
192.168.0.53,183.82.243.66,6,54,1,51889.0
183.82.243.66,192.168.0.53,6,54,1,53.0
192.168.0.53,20.189.173.14,6,167,1,62851.0
192.168.0.53,20.189.173.14,6,7677,-1,62851.0
192.168.0.53,49.205.72.130,17,75,1,58711.0
192.168.0.53,49.205.72.130,17,75,-1,65239.0
49.205.72.130,192.168.0.53,17,103,1,53.0
49.205.72.130,192.168.0.53,17,91,1,53.0
192.168.0.53,142.250.205.67,17,1292,1,59911.0
192.168.0.53,142.250.205.67,17,1292,1,59911.0
192.168.0.53,142.250.205.67,17,1292,1,59911.0
192.168.0.53,142.250.205.67,17,121,1,59911.0
192.168.0.53,142.250.205.67,17,732,1,59911.0
142.250.205.67,192.168.0.53,17,82,1,443.0
142.250.205.67,192.168.0.53,17,82,1,443.0
142.250.205.67,192.168.0.53,17,1292,1,443.0
142.250.205.67,192.168.0.53,17,1292,1,443.0
192.168.0.53,183.82.243.66,6,93,1,53282.0
192.168.0.53,183.82.243.66,6,93,1,50296.0
192.168.0.53,183.82.243.66,6,93,1,51889.0
192.168.0.53,142.250.205.67,17,1292,1,59911.0
192.168.1.100,10.0.0.5,Malware,1468,1,80.0
192.168.1.100,10.0.0.5,Port Scan,83,1,80.0
192.168.1.100,10.0.0.5,Port Scan,42,1,80.0
192.168.1.100,10.0.0.5,Malware,1067,1,80.0
192.168.1.100,10.0.0.5,Malware,1138,1,80.0
192.168.1.100,10.0.0.5,Port Scan,50,1,80.0
192.168.1.100,10.0.0.5,DDoS,1888,-1,80.0
192.168.1.100,10.0.0.5,DDoS,1470,1,80.0
192.168.1.100,10.0.0.5,DDoS,1342,1,80.0
192.168.0.53,150.171.110.83,6,55,1,59847.0
150.171.110.83,192.168.0.53,6,66,1,443.0
192.168.0.53,142.251.43.46,17,71,1,54869.0
142.251.43.46,192.168.0.53,17,68,1,443.0
192.168.0.53,142.251.222.142,17,1288,-1,64216.0
192.168.0.53,142.251.222.142,17,363,1,64216.0
142.251.222.142,192.168.0.53,17,69,1,443.0
192.168.0.53,142.251.222.142,17,74,1,64216.0
142.251.222.142,192.168.0.53,17,429,1,443.0
142.251.222.142,192.168.0.53,17,194,1,443.0
192.168.0.53,142.251.222.142,17,77,1,64216.0
142.251.222.142,192.168.0.53,17,66,1,443.0
192.168.0.53,23.62.12.104,6,55,1,65334.0
23.62.12.104,192.168.0.53,6,66,1,443.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.53,192.168.0.1,6,66,1,60267.0
192.168.0.1,192.168.0.53,17,381,1,1900.0
192.168.0.1,192.168.0.53,6,62,1,43212.0
192.168.0.53,192.168.0.1,6,54,1,60267.0
192.168.0.53,192.168.0.1,6,251,1,60267.0
192.168.0.1,192.168.0.53,6,54,1,43212.0
192.168.0.1,192.168.0.53,6,1514,-1,43212.0
192.168.0.1,192.168.0.53,6,1291,1,43212.0
192.168.0.1,192.168.0.53,6,54,1,43212.0
192.168.0.53,192.168.0.1,6,54,1,60267.0
192.168.0.53,192.168.0.1,6,54,1,60267.0
192.168.0.1,192.168.0.53,6,54,1,43212.0
192.168.0.53,150.171.110.83,6,55,1,61096.0
150.171.110.83,192.168.0.53,6,54,1,443.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.1,192.168.0.53,17,381,1,1900.0
192.168.0.53,20.195.65.193,6,85,1,55024.0
20.195.65.193,192.168.0.53,6,54,1,443.0
192.168.0.53,142.250.67.59,6,55,1,51875.0
142.250.67.59,192.168.0.53,6,66,1,443.0
192.168.0.1,224.0.0.1,2,42,1,0.0
192.168.0.53,35.171.81.163,6,141,1,53966.0
192.168.0.53,35.171.81.163,6,93,1,53966.0
192.168.0.53,35.171.81.163,6,303,1,53966.0
192.168.0.53,224.0.0.252,2,46,1,0.0
192.168.0.53,224.0.0.251,2,46,1,0.0
192.168.0.53,239.255.255.250,2,46,1,0.0
192.168.0.53,239.255.188.58,2,46,1,0.0
192.168.0.53,35.171.81.163,6,429,1,53966.0
35.171.81.163,192.168.0.53,6,54,1,443.0
35.171.81.163,192.168.0.53,6,54,1,443.0
35.171.81.163,192.168.0.53,6,93,1,443.0
35.171.81.163,192.168.0.53,6,538,1,443.0
35.171.81.163,192.168.0.53,6,85,1,443.0
192.168.0.53,35.171.81.163,6,54,1,53966.0
192.168.1.100,10.0.0.5,DDoS,1756,-1,80.0
192.168.0.53,142.250.4.188,6,55,1,57104.0
142.250.4.188,192.168.0.53,6,66,1,443.0
192.168.0.53,183.82.243.66,6,90,1,54088.0
192.168.0.53,183.82.243.66,6,90,1,53127.0
192.168.0.53,183.82.243.66,6,90,1,62917.0
192.168.0.53,142.250.4.188,6,55,1,49187.0
142.250.4.188,192.168.0.53,6,66,1,443.0
192.168.0.53,183.82.243.66,6,90,1,55558.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.53,192.168.0.1,6,66,1,63903.0
192.168.0.1,192.168.0.53,17,381,-1,1900.0
192.168.0.1,192.168.0.53,6,62,1,43212.0
192.168.0.53,192.168.0.1,6,54,1,63903.0
192.168.0.53,192.168.0.1,6,251,1,63903.0
192.168.0.1,192.168.0.53,6,54,1,43212.0
192.168.0.1,192.168.0.53,6,1514,-1,43212.0
192.168.0.1,192.168.0.53,6,1291,1,43212.0
192.168.0.1,192.168.0.53,6,54,1,43212.0
192.168.0.53,192.168.0.1,6,54,1,63903.0
192.168.0.53,192.168.0.1,6,54,1,63903.0
192.168.0.1,192.168.0.53,6,54,1,43212.0
192.168.0.53,20.195.65.193,6,82,1,55024.0
20.195.65.193,192.168.0.53,6,54,1,443.0
192.168.0.53,183.82.243.66,6,54,1,64576.0
192.168.0.53,183.82.243.66,6,54,1,50310.0
192.168.0.53,183.82.243.66,6,54,1,51274.0
20.195.65.193,192.168.0.53,6,81,1,443.0
192.168.0.53,20.195.65.193,6,54,1,55024.0
192.168.0.53,142.250.4.188,6,55,1,59429.0
142.250.4.188,192.168.0.53,6,66,1,5228.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.1,192.168.0.53,17,381,-1,1900.0
192.168.0.53,183.82.243.66,6,54,1,52798.0
192.168.0.53,183.82.243.66,6,54,1,51901.0
192.168.0.53,183.82.243.66,6,90,1,54088.0
192.168.0.53,183.82.243.66,6,90,1,53127.0
192.168.0.53,183.82.243.66,6,90,1,62917.0
54.164.77.142,192.168.0.53,6,78,1,443.0
192.168.0.53,54.164.77.142,6,82,1,58340.0
192.168.0.53,54.164.77.142,6,82,1,58340.0
54.164.77.142,192.168.0.53,6,78,1,443.0
192.168.0.53,54.164.77.142,6,66,1,58340.0
192.168.0.53,183.82.243.66,6,90,1,55558.0
192.168.0.53,54.164.77.142,6,82,1,58340.0
54.164.77.142,192.168.0.53,6,78,1,443.0
23.62.12.104,192.168.0.53,6,78,1,443.0
192.168.0.53,23.62.12.104,6,54,1,65334.0
23.62.12.104,192.168.0.53,6,54,1,443.0
192.168.0.53,49.205.72.130,17,88,1,51921.0
192.168.0.53,49.205.72.130,17,88,1,63560.0
192.168.0.53,49.205.72.130,17,88,1,49860.0
49.205.72.130,192.168.0.53,17,253,1,53.0
49.205.72.130,192.168.0.53,17,208,1,53.0
49.205.72.130,192.168.0.53,17,196,1,53.0
192.168.0.53,150.171.110.85,6,66,1,56090.0
150.171.110.85,192.168.0.53,6,66,1,443.0
192.168.0.53,150.171.110.85,6,54,1,56090.0
192.168.0.53,150.171.110.85,6,2143,-1,56090.0
150.171.110.85,192.168.0.53,6,54,1,443.0
150.171.110.85,192.168.0.53,6,54,1,443.0
150.171.110.85,192.168.0.53,6,153,1,443.0
192.168.0.53,150.171.110.85,6,957,1,56090.0
150.171.110.85,192.168.0.53,6,1506,1,443.0
150.171.110.85,192.168.0.53,6,1506,1,443.0
192.168.0.53,150.171.110.85,6,54,1,56090.0
150.171.110.85,192.168.0.53,6,1246,1,443.0
150.171.110.85,192.168.0.53,6,1506,1,443.0
150.171.110.85,192.168.0.53,6,1506,1,443.0
192.168.0.53,150.171.110.85,6,54,1,56090.0
150.171.110.85,192.168.0.53,6,1506,1,443.0
150.171.110.85,192.168.0.53,6,404,1,443.0
150.171.110.85,192.168.0.53,6,414,1,443.0
192.168.0.53,150.171.110.85,6,54,1,56090.0
192.168.0.53,150.171.110.85,6,128,1,56090.0
192.168.0.53,150.171.110.85,6,146,1,56090.0
192.168.0.53,150.171.110.85,6,300,1,56090.0
150.171.110.85,192.168.0.53,6,357,1,443.0
150.171.110.85,192.168.0.53,6,357,1,443.0
192.168.0.53,150.171.110.85,6,54,1,56090.0
150.171.110.85,192.168.0.53,6,116,1,443.0
150.171.110.85,192.168.0.53,6,85,1,443.0
192.168.0.53,150.171.110.85,6,54,1,56090.0
150.171.110.85,192.168.0.53,6,85,1,443.0
192.168.0.53,150.171.110.85,6,66,1,56090.0
150.171.110.85,192.168.0.53,6,392,1,443.0
192.168.0.53,150.171.110.85,6,85,1,56090.0
150.171.110.85,192.168.0.53,6,54,1,443.0
192.168.0.53,150.171.110.85,6,66,1,54011.0
150.171.110.85,192.168.0.53,6,66,1,443.0
192.168.0.53,150.171.110.85,6,54,1,54011.0
192.168.0.53,150.171.110.85,6,2175,-1,54011.0
192.168.1.100,10.0.0.5,Port Scan,96,1,80.0
192.168.1.100,10.0.0.5,DDoS,1839,1,80.0
192.168.1.100,10.0.0.5,Port Scan,54,1,80.0
192.168.1.100,10.0.0.5,Malware,822,-1,80.0
192.168.1.100,10.0.0.5,DDoS,1483,1,80.0
192.168.1.100,10.0.0.5,Port Scan,97,1,80.0
192.168.1.100,10.0.0.5,Malware,1390,1,80.0
192.168.1.100,10.0.0.5,Malware,1391,1,80.0
192.168.1.100,10.0.0.5,DDoS,1832,1,80.0
192.168.0.53,49.205.72.130,6,66,1,59670.0
192.168.0.53,49.205.72.130,6,66,1,62852.0
192.168.0.53,49.205.72.130,6,66,1,54046.0
49.205.72.130,192.168.0.53,6,58,1,53.0
192.168.0.53,49.205.72.130,6,54,1,59670.0
49.205.72.130,192.168.0.53,6,58,1,53.0
192.168.0.53,49.205.72.130,6,54,1,62852.0
49.205.72.130,192.168.0.53,6,58,1,53.0
192.168.0.53,49.205.72.130,6,54,1,54046.0
192.168.0.53,49.205.72.130,6,56,1,59670.0
192.168.0.53,49.205.72.130,6,83,1,59670.0
192.168.0.53,49.205.72.130,6,56,1,54046.0
192.168.0.53,49.205.72.130,6,83,1,54046.0
192.168.0.53,49.205.72.130,6,56,1,62852.0
192.168.0.53,49.205.72.130,6,83,1,62852.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
192.168.0.53,49.205.72.130,6,54,1,59670.0
192.168.0.53,49.205.72.130,6,54,1,62852.0
192.168.0.53,49.205.72.130,6,54,1,54046.0
192.168.0.53,183.82.243.66,6,66,1,54933.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
192.168.0.53,183.82.243.66,6,66,1,60812.0
192.168.0.53,183.82.243.66,6,66,1,58266.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
183.82.243.66,192.168.0.53,6,66,1,53.0
183.82.243.66,192.168.0.53,6,66,1,53.0
183.82.243.66,192.168.0.53,6,66,1,53.0
192.168.0.53,183.82.243.66,6,54,1,54933.0
192.168.0.53,183.82.243.66,6,54,1,60812.0
192.168.0.53,183.82.243.66,6,54,1,58266.0
192.168.0.53,183.82.243.66,6,56,1,54933.0
192.168.0.53,183.82.243.66,6,83,1,54933.0
192.168.0.53,183.82.243.66,6,56,1,60812.0
192.168.0.53,183.82.243.66,6,83,1,60812.0
192.168.0.53,183.82.243.66,6,56,1,58266.0
192.168.0.53,183.82.243.66,6,83,1,58266.0
183.82.243.66,192.168.0.53,6,54,1,53.0
192.168.0.53,183.82.243.66,6,54,1,54933.0
192.168.1.100,10.0.0.5,Port Scan,50,-1,80.0
192.168.1.100,10.0.0.5,DDoS,1591,-1,80.0
192.168.1.100,10.0.0.5,Port Scan,80,-1,80.0
192.168.0.53,142.250.4.188,6,55,1,49187.0
142.250.4.188,192.168.0.53,6,66,1,443.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.1,192.168.0.53,17,381,1,1900.0
142.251.220.110,192.168.0.53,17,77,1,443.0
192.168.0.53,142.251.220.110,17,75,1,64997.0
142.251.220.110,192.168.0.53,17,77,1,443.0
192.168.0.53,142.251.220.110,17,76,1,64997.0
192.168.0.53,183.82.243.66,6,54,1,50383.0
192.168.0.53,183.82.243.66,6,54,1,56545.0
192.168.0.53,183.82.243.66,6,54,1,60150.0
192.168.0.53,20.195.65.193,6,82,1,55024.0
20.195.65.193,192.168.0.53,6,54,1,443.0
192.168.0.53,142.250.4.188,6,55,1,59429.0
142.250.4.188,192.168.0.53,6,66,1,5228.0
172.217.24.3,192.168.0.53,6,127,1,443.0
192.168.0.53,172.217.24.3,6,54,1,63452.0
172.217.24.3,192.168.0.53,6,54,1,443.0
192.168.0.53,172.217.24.3,6,54,1,63452.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.1,192.168.0.53,17,381,1,1900.0
192.168.0.53,192.168.0.1,6,66,1,51743.0
192.168.0.1,192.168.0.53,6,62,1,43212.0
192.168.0.53,192.168.0.1,6,54,1,51743.0
192.168.0.53,192.168.0.1,6,251,1,51743.0
192.168.0.1,192.168.0.53,6,54,1,43212.0
192.168.0.1,192.168.0.53,6,1514,-1,43212.0
192.168.0.1,192.168.0.53,6,1291,-1,43212.0
192.168.0.1,192.168.0.53,6,54,1,43212.0
192.168.0.53,192.168.0.1,6,54,1,51743.0
192.168.0.53,192.168.0.1,6,54,1,51743.0
192.168.0.1,192.168.0.53,6,54,1,43212.0
192.168.0.53,142.251.221.163,17,149,1,64504.0
142.251.221.163,192.168.0.53,17,70,1,443.0
142.251.221.163,192.168.0.53,17,157,1,443.0
142.251.221.163,192.168.0.53,17,64,1,443.0
192.168.0.53,142.251.221.163,17,77,1,64504.0
192.168.0.53,142.251.221.163,17,74,1,64504.0
192.168.0.53,142.251.221.163,17,72,1,64504.0
142.251.221.163,192.168.0.53,17,67,1,443.0
54.164.77.142,192.168.0.53,6,78,1,443.0
192.168.0.53,54.164.77.142,6,82,1,58340.0
54.164.77.142,192.168.0.53,6,54,1,443.0
20.195.65.193,192.168.0.53,6,81,1,443.0
192.168.0.53,20.195.65.193,6,54,1,55024.0
192.168.0.53,183.82.243.66,6,54,1,61001.0
192.168.0.53,183.82.243.66,6,54,1,55428.0
192.168.1.100,10.0.0.5,Malware,1132,-1,80.0
3.219.144.64,192.168.0.53,6,105,1,443.0
192.168.0.53,20.189.173.14,6,167,1,62851.0
192.168.0.53,20.189.173.14,6,5145,-1,62851.0
192.168.0.53,3.219.144.64,6,54,1,63010.0
3.219.144.64,192.168.0.53,6,66,1,443.0
192.168.0.53,3.219.144.64,6,1506,1,52876.0
192.168.0.53,3.219.144.64,6,1506,1,52876.0
192.168.0.53,142.251.157.119,17,71,1,52579.0
142.251.157.119,192.168.0.53,17,70,1,443.0
20.189.173.14,192.168.0.53,6,54,1,443.0
20.189.173.14,192.168.0.53,6,66,1,443.0
20.189.173.14,192.168.0.53,6,66,1,443.0
20.189.173.14,192.168.0.53,6,54,1,443.0
20.189.173.14,192.168.0.53,6,153,1,443.0
192.168.0.53,20.189.173.14,6,54,1,62851.0
192.168.0.53,183.82.243.66,6,93,1,58505.0
192.168.0.53,183.82.243.66,6,93,1,57083.0
192.168.0.53,3.219.144.64,6,1506,1,52876.0
3.219.144.64,192.168.0.53,6,105,1,443.0
192.168.0.53,3.219.144.64,6,66,1,63010.0
192.168.0.53,13.67.9.5,6,888,1,58416.0
13.67.9.5,192.168.0.53,6,451,1,443.0
192.168.0.53,13.67.9.5,6,54,1,58416.0
192.168.0.53,142.251.157.119,17,71,1,52579.0
142.251.157.119,192.168.0.53,17,70,1,443.0
192.168.0.53,3.219.144.64,6,1506,1,52876.0
192.168.0.53,49.205.72.130,6,66,1,65445.0
192.168.0.53,49.205.72.130,6,66,1,60194.0
192.168.0.53,49.205.72.130,6,66,1,52601.0
49.205.72.130,192.168.0.53,6,66,1,53.0
49.205.72.130,192.168.0.53,6,66,1,53.0
192.168.0.53,49.205.72.130,6,54,1,65445.0
192.168.0.53,49.205.72.130,6,54,1,60194.0
49.205.72.130,192.168.0.53,6,66,1,53.0
192.168.0.53,49.205.72.130,6,56,1,60194.0
192.168.0.53,49.205.72.130,6,87,1,60194.0
192.168.0.53,49.205.72.130,6,54,1,52601.0
192.168.0.53,49.205.72.130,6,56,1,65445.0
192.168.0.53,49.205.72.130,6,87,1,65445.0
192.168.0.53,49.205.72.130,6,56,1,52601.0
192.168.0.53,49.205.72.130,6,87,1,52601.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
192.168.0.53,49.205.72.130,6,54,1,65445.0
192.168.0.53,49.205.72.130,6,54,1,60194.0
192.168.0.53,49.205.72.130,6,66,1,56349.0
192.168.0.53,183.82.243.66,6,66,1,58375.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
192.168.1.100,10.0.0.5,Malware,1258,-1,80.0
192.168.1.100,10.0.0.5,Port Scan,47,1,80.0
192.168.1.100,10.0.0.5,Port Scan,74,1,80.0
192.168.1.100,10.0.0.5,Port Scan,83,1,80.0
192.168.1.100,10.0.0.5,Malware,649,1,80.0
192.168.1.100,10.0.0.5,Port Scan,41,1,80.0
192.168.1.100,10.0.0.5,Malware,999,1,80.0
192.168.1.100,10.0.0.5,Port Scan,88,1,80.0
20.189.173.14,192.168.0.53,6,54,1,443.0
20.189.173.14,192.168.0.53,6,54,1,443.0
20.189.173.14,192.168.0.53,6,148,1,443.0
192.168.0.53,20.189.173.14,6,54,1,62851.0
192.168.0.53,3.219.144.64,6,54,1,63010.0
3.219.144.64,192.168.0.53,6,54,1,443.0
192.168.0.53,183.82.243.66,6,54,1,60803.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.53,192.168.0.1,6,66,1,57522.0
192.168.0.1,192.168.0.53,6,62,1,43212.0
192.168.0.53,192.168.0.1,6,54,1,57522.0
192.168.0.1,192.168.0.53,17,381,1,1900.0
192.168.0.53,192.168.0.1,6,251,1,57522.0
192.168.0.1,192.168.0.53,6,54,1,43212.0
192.168.0.1,192.168.0.53,6,1514,-1,43212.0
192.168.0.1,192.168.0.53,6,1291,-1,43212.0
192.168.0.53,192.168.0.1,6,54,1,57522.0
192.168.0.53,192.168.0.1,6,54,1,57522.0
192.168.0.1,192.168.0.53,6,54,1,43212.0
192.168.0.53,192.168.0.1,6,54,1,57522.0
192.168.0.1,192.168.0.53,6,54,1,43212.0
142.251.220.110,192.168.0.53,17,78,1,443.0
192.168.0.53,142.251.220.110,17,75,1,64997.0
192.168.0.53,20.195.65.193,6,85,1,55024.0
20.195.65.193,192.168.0.53,6,54,1,443.0
192.168.0.53,239.255.255.250,17,143,1,57117.0
192.168.0.1,192.168.0.53,17,381,1,1900.0
192.168.0.53,49.205.72.130,6,66,1,55278.0
192.168.0.53,49.205.72.130,6,66,1,59282.0
192.168.0.53,49.205.72.130,6,66,1,53384.0
49.205.72.130,192.168.0.53,6,66,1,53.0
49.205.72.130,192.168.0.53,6,58,1,53.0
49.205.72.130,192.168.0.53,6,58,1,53.0
192.168.0.53,49.205.72.130,6,54,1,55278.0
192.168.0.53,49.205.72.130,6,54,1,59282.0
192.168.0.53,49.205.72.130,6,54,1,53384.0
192.168.0.53,49.205.72.130,6,56,1,55278.0
192.168.0.53,49.205.72.130,6,86,1,55278.0
192.168.0.53,49.205.72.130,6,56,1,59282.0
192.168.0.53,49.205.72.130,6,86,1,59282.0
192.168.0.53,49.205.72.130,6,56,1,53384.0
192.168.0.53,49.205.72.130,6,86,1,53384.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
49.205.72.130,192.168.0.53,6,54,1,53.0
20.189.173.14,192.168.0.53,6,54,1,443.0
